,Unique IDs,Combined Text,Evacuations,Hazardous Terrain,Inaccurate Mapping,Ecological Resources,Command Transition,Wind,Dry Weather,Rain,Law Violations,Road Closures,Smoke,Military Base,Cultural Resources,Resource Shortage,Thunderstorms,Infrastructure,Injury,Livestock,Aerial Grounding
317,2011_TX-TXS-011393_BASTROP COUNTY COMPLEX_2,1 000 homes evacuated in five subdivisions.. extremely gusty and erratic winds  hazards associated with wildland urban interface.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2009_OR-WIF-111_CANAL CREEK_3,northwest oregon imt 2 (ensley) will be doing inbrief today at 1800 in sweet home ranger district  sweet home  oregon  and assuming control of the fire at 0600 on 08/29/2009.. watershed and resource values at risk,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
319,2013_WY-SHF-251_HARDLUCK_21,monument helitack will be assigned to hardluck until friday.. personnel managing the hazard tree felling project left the fire yesterday.. nothing threatened.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2009_WA-NCP-000061_PANTHER COMPLEX_7,managed for resource benefits.   fires within the complex:   panther creek-223 ac.   elija- 400 ac.  4th of july - 0.5 ac.  cascade- 2 ac.  bouck- single tree.. fires are located in steep unworkable terrain.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2011_AZ-COF-000189_LAVA_0,high winds and profuse spotting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2011_UT-CCD-110513_WRANGLER_3,changes to acreage due to more accurate mapping. full containment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2006_ID-BOF-000202_EAST ROARING_16,fire looking good and project containment friday or saturday. local unit is managing the incident.. fire received some precipitation this morning,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,2008_CA-BTU-007660_BTU LIGHTNING COMPLEX_22,priority fires: #1. west  #2. breakneck  #3. support to the belden fire  #4. smokey  #5. support to the frey fire  #6. camp  #7 pit fire. all fires are prioritized based on threat to communities. there are 36 fires  9 are known to be active  all active fires are staffed  12 fires are contained  and 15 fires have been absorbed by other fires. fire strategies include combining control lines of multiple fires and the use of community established fuel breaks. with the inversion layer lifting all aircraft was used to support ground forces and fly reconnaissance missions. evacuation centers have been established at neighborhood church in chico and the las plumas high school. butte county eoc and the paradise eoc are operational and coordinating activities with the incident. continued cooperation with the canyon complex and the lassen area command.. last night 7 miles of firing was completed on the camp fire. the camp fire is now at 9600 acres. the breakneck fire is now 90% contained  however yesterday there was a 2 acre spot fire  which posses a threat to the fire significantly growing. the active fires continue to have afternoon spotting. firefighting resources continue to establish control lines. resources are hampered by lack of overhead leadership  steep terrain  and heavy fuels. the rim fire is lined and declared contained. resources on the frey will now work towards preventing the south fire from moving south onto sra under the command of imt 3. a �precautionary evacuation advisory� for the north and south coutolenc zones which encompass coutolenc rd. from skyway to hupp-coutolenc rd. and all cross streets still exists.  the primary evacuation route is south on coutolenc road to the skyway. aircraft was able to fly most fires today with the inversion lifting. the butte complex and the canyon complex conferenced today on determining the appropriate attack on the belden fire. highway 70 is closed.. the belden fire north of the pit fire on the canyon complex may change strategies on the pit fire. the canyon and the butte complex will coordinate suppression strategies. the smokey fire continues to spot and flare up on the northwest side. the west fire still has numerous hotspots along the west branch of the feather river. a lack of critical overhead positions is stretching the span of control and our safety margin.,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
325,2010_AZ-TNF-000043_MILL 2_6,last report unless significant growth occurs. steep terrain combined with decadent fuels is leading to access problems,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2008_TX-TXS-88275_CLIFF MOUNTAIN_0,burning in open country with,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2008_NM-MEA-027_SOUTH TULAROSA_5,containment of incident effictive end of shift today.  over the last several days the incident has seen single digit rh's and windy conditions  requiring a cautious yet justifiable containment glide path.  demobilization of resources in now in full swing  with tranfer of command back to the home unit  planned for tuesday  may 15 at 0600 hrs.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
328,2008_TX-TXS-88211_COLORADO CIRCLE_0,fire is proving difficult to contain.  steep terrain is limiting effectiveness of dozers.  low fuel moisture and timber component are contributing to spotting. one outbuilding was lost and the mckinney roughs environmental conservation center with multiple apartments and dormitories are threatened.. one outbuilding lost.. steep terrain and hot  windy weather will create problems for control.  fire is threatening the mckinney roughs environmental conservation center  including multiple apartments and dormitories.,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
329,2010_AK-TAD-000128_TOKLAT_52,on 8/17/10 zone surveillance in n309vs reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,2013_CA-BDF-8526_HATHAWAY_14,threat to historic flume has been minimized.  a significant ammount of line construction has been completed along the western and southern perimeter of the fire. current completed line construction is 8.2 miles.  div y has burned into the west edge of the 200 millard fire.. fire held where containment lines were in place.. slopes are over 80% in the south fork of the whitewater river.  one-way road access from south to north  10  100 & 1000 hr. fuels are at critical levels from beetle & drought kill trees  with patches of large snags and,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
331,2008_CA-SHF-1057_IRON & ALPS COMPLEXES_93,iron cx: 66 164 acres  $27 937 342.  alps cx: 2 128 acres $1 421 927.    branch iii (alps complex) resources  which are now included in box 43  are as follows:   usfs: crw2 1---fum 1 ---ovhd 11 ---total 47.  nps: fum 1  ovhd 1 ---total 20.  pvt: crw2 1 ---engs 3 ---ovhd 3 ---total 31.---total: 98  status of fires within complex in ranked ordered of priority: name/acreage/%contained/est. containment date  eagle 21 128 65% 8/11  cedar 19 351 50% 8/10  buckhorn 10 205 24% 8/5  carey 1 586 55% 7/29.   list of contained fires with acreage following: ironside- 12 720  zeigler -2 221  granite- 542 denny-55  cutthroat-83  canadian-72  east-40  dedrick-39  willow-38  bottom-20  devils-6  chaparral-5  hocker-4  pony-3  rip-3  bray-1  monument-1  cadillac-1.  unable-to-locate  inactive  and monitored: north fork-8  gwin-7  soldier-2  bacon-2  thurston-2  gorge-1.  section 43: othr category includes 152 non-agency specific overhead  2 wxw   20 national guard (taskforce shovel) crews (240).. a burnout was initiated on the cedar fire from dp-42 north to big bar and burning was completed along the hwy 299 corridor  from french bar to white�s bar. this will provide for better point protection and reduced spotting in the big bar area. a burnout on the eagle fire was completed between dp-95 and dp-72 in the soldier creek area. a mandatory evacuation is in effect for the 299 corridor from white�s bar south to skunk point which includes big bar. the potential closure of hwy 299 in the evacuation area is being coordinated with chp and caltrans.  240 members of the california national guard (taskforce shovel) will be assigned tomorrow to assist with mop-up and patrol of the ironside and ziegler fires. the carey fire made some movement to the east and northwest will be held in check by old burn scars. a re-entry plan  for junction city  is being developed in conjunction with the trinity county sheriff.. the east side of the cedar fire is threatening structures in del loma and big bar and south of the trinity river. a mandatory evacuation is in effect for the 299 corridor from white�s bar south to skunk point which includes big bar. the potential closure of hwy 299 in the evacuation area is being coordinated with chp and caltrans. potential strategic control lines have been identified for the buckhorn fire to prevent spread into the big bar and trinity river area. low visibility due to an inversion is limiting the use of aircraft. mandatory evacuation is still in effect for corral bottom and the following areas of junction city: red hill  cooper�s bar  dutch creek  evan�s bar  & soldier creek due to ingress and egress concerns. evacuation center is open at weaverville elementary. the cedar fire continues to threaten corral bottom towards the south. the cedar fire is also impacting 5+ miles of a major pg&e power transmission line to the south.  extremely steep and broken terrain limits checking growth on all fires.,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
332,2011_FL-FLS-2011-10-0155_KELLER_7,all out of district crews will be released tomorrow. fire was contained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,2013_CA-SNF-1216_CARSTENS_5,agency responsibility acres:  state 581ac  federal 1307ac.  maintain community protection  for areas within and adjacent to the fire area.  hard closures for jersydale and triangle road. evacuation status of lush meadows will be lifted at 20:00 tonight. evacuation centers are still in place for displaced residents and livestock and pets. residential evacuation center is the mariposa elementary school  and animal evacuation center is at the mariposa fairground.. evacuation orders continue for jerseydale  hites cove  clarks valley and triangle road west.. steep inaccessible terrain. holdover spots  and continued small  runs. resource issues and potential for loss including: natural  commercial and economic impacts; historical and cultural resources  timber  residential evacuations  and tourism.,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
334,2009_CA-BDU-009598_OAK GLEN 3_14,complete perimeter control and line construction.  fire suppression repair and damage inspection continue.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2014_006737_THIRTY ONE 2_0,moderate rate of spread in grass. containment at 18:10 after heavy aircraft work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2006_NV-ELD-000066_SHERWOOD_5,about 10-15% of the containment line will remain open where the fire has burned into the grant wilderness.  this section of line is in higher elevations with natural features that support containment.  daily aerial recon.  all resources demobed from the fire as of 6-30-06.  this will be the last 209 for this incident.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2014_000538_LITTLE BRIDGE CREEK_8,reassesment is ongoing regarding feasability of containment options based on resource needs to accomplish them and availablity of critical resources. m.a.p.s have been developed and updated in wfdss.  level i evacution notices in place for twisp river road above elbow coulee road  pine forest estates  and sun mountain resort.  structure protection plan has incorporated local fire district for coordinated response if fire impacts private lands.  transfer of command to imt1 rb team 1 (lund) to occur at 0600 on 08/12/2014.. group torching  spotting up to a quarter mile and moderate surface fire activity.  burnout was continued on a portion of thompson ridge.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,2008_WA-OWF-446_MEANDER - WFU_4,monitor by air. visibility from pct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2008_CA-MNF-645_SODA COMPLEX_0,complex contains:  big fire 850 ac 0% contained  back fire 1800 ac 42% contained  monkey rock fire 450 ac 0% contained  mill fire 400 ac 0% contained    fires burning in lake and mendoci. big incident has structures within fire area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2013_OR-UPF-130132_WHISKEY COMPLEX_22,acreage increase reflects burnout within planned containment lines.. road and area closures remain in effect. significant progress was made with burnouts in divisions f and g today.. smoke may hamper aviation support. smoke and air quality concerns in the valleys.  high valued private timber lands and structures.  a sold timber sale that partially lies within containment lines  and 2 other nearby timber sales just outside containment lines.  numerous hazards including steep inaccessible terrain are making direct attack difficult.  nearby streams contain threatend and endangered fish species. the fire is burning in a high use recreational area.  poison oak and numerous hazard trees are within the fire area.,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
